entity,coupled,degree,average-revs
src/mongo/dbtests/test.vcxproj.filters,src/mongo/shell/mongo.vcxproj,52,114
src/mongo/db/mongod.vcxproj.filters,src/mongo/shell/mongo.vcxproj,52,110
src/mongo/db/mongod.vcxproj,src/mongo/shell/mongo.vcxproj.filters,52,108
src/mongo/s/mongos.vcxproj.filters,src/mongo/shell/mongo.vcxproj,52,89
src/mongo/db/repl/data_replicator.h,src/mongo/db/repl/data_replicator_test.cpp,52,88
src/mongo/db/repl/repl_coordinator_hybrid.cpp,src/mongo/db/repl/repl_coordinator_mock.cpp,52,69
src/mongo/db/query/canonical_query.cpp,src/mongo/db/query/canonical_query.h,52,69
src/mongo/s/chunk_manager.cpp,src/mongo/s/chunk_manager.h,52,68
db/dbhelpers.cpp,db/dbhelpers.h,52,65
src/mongo/db/repl/rs_rollback.h,src/mongo/db/repl/rs_rollback_test.cpp,52,50
src/mongo/client/replica_set_monitor.cpp,src/mongo/client/replica_set_monitor_test.cpp,52,44
src/mongo/s/query/async_results_merger_test.cpp,src/mongo/s/query/cluster_client_cursor_params.h,52,40
src/mongo/db/repl/oplogreader.cpp,src/mongo/db/repl/oplogreader.h,52,38
src/mongo/db/pipeline/document.cpp,src/mongo/db/pipeline/document.h,52,37
src/mongo/db/service_context.h,src/mongo/db/service_context_d.cpp,52,35
test/format/wts_bulk.c,test/format/wts_ops.c,52,35
src/third_party/wiredtiger/src/btree/bt_split.c,src/third_party/wiredtiger/src/evict/evict_lru.c,52,33
src/mongo/s/write_ops/batch_write_op.cpp,src/mongo/s/write_ops/batch_write_op.h,52,29
buildscripts/resmokeconfig/suites/sharding.yml,buildscripts/resmokeconfig/suites/sharding_auth.yml,52,27
src/mongo/s/query/cluster_cursor_manager.cpp,src/mongo/s/query/cluster_cursor_manager_test.cpp,52,27
src/mongo/client/replica_set_monitor.h,src/mongo/client/replica_set_monitor_internal.h,52,27
src/mongo/s/catalog_cache.cpp,src/mongo/s/config_server_catalog_cache_loader.cpp,52,25
src/mongo/db/op_observer.cpp,src/mongo/db/op_observer.h,52,25
jstests/repl/repl2.js,jstests/repl/repl6.js,52,23
src/mongo/db/s/shard_server_catalog_cache_loader.h,src/mongo/s/catalog_cache.h,52,23
src/third_party/wiredtiger/import.data,src/third_party/wiredtiger/src/include/btmem.h,52,23
src/mongo/db/pipeline/document_source_lookup_change_post_image_test.cpp,src/mongo/db/pipeline/expression_context.cpp,52,23
jstests/sharding/count1.js,jstests/sharding/key_string.js,52,23
src/mongo/s/catalog/replset/dist_lock_catalog_impl.cpp,src/mongo/s/catalog/replset/dist_lock_catalog_impl.h,52,21
jstests/repl/repl5.js,jstests/repl/repl6.js,52,21
src/mongo/bson/mutable/mutable_bson.cpp,src/mongo/bson/mutable/mutable_bson_internal.h,52,21
src/mongo/db/geo/s2common.cpp,src/mongo/db/geo/s2cursor.cpp,52,21
jstests/repl/repl3.js,jstests/repl/repl6.js,52,21
src/mongo/s/chunk_version.cpp,src/mongo/s/chunk_version.h,52,21
jstests/core/batch_write_command_delete.js,jstests/core/batch_write_command_insert.js,52,19
src/mongo/db/repl/sync_source_resolver.cpp,src/mongo/db/repl/sync_source_resolver_test.cpp,52,19
src/mongo/db/exec/and_hash.cpp,src/mongo/db/exec/merge_sort.cpp,52,17
src/mongo/db/repl/write_concern.cpp,src/mongo/db/repl/write_concern.h,52,17
src/third_party/wiredtiger/src/btree/bt_read.c,src/third_party/wiredtiger/src/reconcile/rec_write.c,52,17
buildscripts/idl/tests/test_parser.py,src/mongo/idl/unittest.idl,52,17
db/pipeline/accumulator_min_max.cpp,db/pipeline/document_source_project.cpp,52,17
src/mongo/db/repl/elect_cmd_runner_test.cpp,src/mongo/db/repl/freshness_checker_test.cpp,52,17
src/mongo/db/repl/rollback_impl.cpp,src/mongo/db/repl/rollback_impl.h,52,17
db/pipeline/accumulator_sum.cpp,db/pipeline/document_source_project.cpp,52,17
src/mongo/bson/mutable/mutable_bson.h,src/mongo/bson/mutable/mutable_bson_internal.h,52,17
src/mongo/db/auth/authz_session_external_state_d.cpp,src/mongo/db/auth/authz_session_external_state_s.h,52,12
src/mongo/db/session_catalog.cpp,src/mongo/db/session_catalog_test.cpp,52,12
src/mongo/db/storage/kv/kv_engine_test_harness.cpp,src/mongo/db/storage/kv/kv_engine_test_harness.h,52,12
src/mongo/s/field_parser.cpp,src/mongo/s/type_collection.cpp,52,12
docs/src/extending.dox,docs/src/transactions.dox,52,12
examples/c/ex_file.c,examples/c/ex_pack.c,52,12
jstests/multiVersion/downgrade_replset.js,jstests/multiVersion/geo_2dsphere_v2_to_v3.js,52,12
jstests/sharding/change_stream_update_lookup_collation.js,src/mongo/db/pipeline/document_source_lookup_change_post_image_test.cpp,52,12
src/mongo/s/write_ops/write_op.cpp,src/mongo/s/write_ops/write_op_test.cpp,52,12
src/mongo/db/commands/dbcheck.cpp,src/mongo/db/repl/oplog_test.cpp,52,12
bench/wtperf/runners/parallel-pop-lsm.wtperf,bench/wtperf/runners/update-lsm.wtperf,52,12
src/mongo/db/ops/modifier_add_to_set.cpp,src/mongo/db/ops/modifier_bit.cpp,52,12
src/mongo/db/geo/geonear.cpp,src/mongo/db/index/2d_index_cursor.cpp,52,12
src/mongo/client/sasl_scramsha1_client_conversation.cpp,src/mongo/db/auth/sasl_plain_server_conversation.cpp,52,12
src/mongo/db/fts/fts_matcher.cpp,src/mongo/db/fts/fts_tokenizer.h,52,12
jstests/ssl/disable_x509.js,jstests/ssl/ssl_hostname_validation.js,52,12
src/mongo/s/field_parser.h,src/mongo/s/type_collection.cpp,52,12
src/mongo/db/s/metadata_loader.h,src/mongo/db/s/metadata_loader_test.cpp,52,12
src/mongo/shell/crud_api.js,src/mongo/shell/explainable.js,52,12
src/mongo/db/ops/modifier_add_to_set.cpp,src/mongo/db/ops/modifier_pop.cpp,52,12
src/mongo/db/auth/authz_session_external_state.h,src/mongo/db/auth/authz_session_external_state_server_common.cpp,52,12
src/mongo/base/string_data-inl.h,src/mongo/base/string_data_test.cpp,52,12
jstests/noPassthrough/change_streams_update_lookup_collation.js,src/mongo/db/pipeline/document_source_lookup_change_post_image_test.cpp,52,12
bench/wtperf/runners/medium-btree.wtperf,bench/wtperf/runners/update-large-lsm.wtperf,52,12
src/mongo/db/repl/rs_rollback_no_uuid.cpp,src/mongo/db/repl/rs_rollback_no_uuid_test.cpp,52,12
src/mongo/executor/async_secure_stream.cpp,src/mongo/executor/async_stream.h,52,12
src/mongo/crypto/mechanism_scram.h,src/mongo/crypto/sha1_block.h,52,12
src/mongo/db/exec/and_sorted.cpp,src/mongo/db/exec/or.cpp,52,12
bench/wtperf/runners/medium-lsm.wtperf,bench/wtperf/runners/parallel-pop-lsm.wtperf,52,12
src/mongo/scripting/mozjs/objectwrapper.cpp,src/mongo/scripting/mozjs/valuereader.h,52,12
src/mongo/s/distlock.cpp,src/mongo/s/distlock.h,52,12
src/mongo/db/fts/fts_spec.h,src/mongo/db/fts/tokenizer.h,52,10
buildscripts/resmokeconfig/suites/concurrency.yml,buildscripts/resmokeconfig/suites/core_op_query.yml,52,10
src/mongo/rpc/command_reply.cpp,src/mongo/rpc/command_request.cpp,52,10
src/mongo/db/sessions_collection.h,src/mongo/db/sessions_collection_mock.cpp,52,10
src/utilities/util_create.c,src/utilities/util_dumpfile.c,52,10
src/mongo/db/auth/auth_external_state_d.h,src/mongo/db/auth/auth_external_state_mock.h,52,10
jstests/rs/rs_basic.js,jstests/rs/test_framework.js,52,10
docs/src/processes.dox,docs/src/transactions.dox,52,10
src/mongo/db/auth/auth_external_state_s.h,src/mongo/db/auth/auth_external_state_server_common.cpp,52,10
src/mongo/s/type_chunk.h,src/mongo/s/type_database.h,52,10
buildscripts/resmokeconfig/suites/concurrency.yml,buildscripts/resmokeconfig/suites/dur_jscore_passthrough.yml,52,10
jstests/core/crud_api.js,jstests/core/list_indexes.js,52,10
src/mongo/db/fts/fts_basic_tokenizer.cpp,src/mongo/db/fts/fts_spec_legacy.cpp,52,10
src/mongo/s/type_shard.h,src/mongo/s/type_shard_test.cpp,52,10
src/mongo/db/storage/kv/kv_catalog.h,src/mongo/db/storage/kv/kv_catalog_feature_tracker_test.cpp,52,10
src/mongo/transport/service_entry_point_test_suite.cpp,src/mongo/transport/transport_layer_manager.h,52,10
src/mongo/db/fts/fts_basic_tokenizer.cpp,src/mongo/db/fts/stemmer.cpp,52,10
src/mongo/bson/mutable/mutable_bson_builder.cpp,src/mongo/bson/mutable/mutable_bson_heap.cpp,52,10
src/mongo/db/auth/privilege.h,src/mongo/db/auth/privilege_set.h,52,10
buildscripts/idl/idl/errors.py,src/mongo/idl/idl_parser.h,52,10
src/mongo/db/fts/fts_language.cpp,src/mongo/db/fts/fts_spec.h,52,10
src/mongo/bson/mutable/mutable_bson_builder.cpp,src/mongo/bson/mutable/mutable_bson_internal.cpp,52,10
db/pipeline/accumulator_min_max.cpp,db/pipeline/document_source_bson_array.cpp,52,10
src/mongo/db/auth/native_sasl_authentication_session.cpp,src/mongo/db/auth/sasl_authentication_session.h,52,10
bench/wtperf/runners/evict-btree.wtperf,bench/wtperf/runners/parallel-pop-lsm.wtperf,52,10
src/mongo/s/type_settings.cpp,src/mongo/s/type_tags.cpp,52,10
db/Value.h,db/commands/Pipeline.cpp,52,10
src/mongo/db/kill_current_op.cpp,src/mongo/db/kill_current_op.h,52,10
src/third_party/wiredtiger/src/include/cache.h,src/third_party/wiredtiger/src/include/cache.i,52,10
src/mongo/rpc/legacy_reply.h,src/mongo/rpc/legacy_reply_builder.cpp,52,10
buildscripts/resmokeconfig/suites/core_auth.yml,buildscripts/resmokeconfig/suites/core_ese.yml,52,10
src/mongo/db/s/shard_metadata_util_test.cpp,src/mongo/s/catalog/type_shard_collection.cpp,52,10
db/DocumentSourceProject.h,db/commands/Pipeline.cpp,52,10
jstests/sharding/hash_shard_num_chunks.js,jstests/sharding/sharded_profile.js,52,10
src/mongo/s/write_ops/batch_downconvert.h,src/mongo/s/write_ops/dbclient_safe_writer.cpp,52,10
jstests/replsets/last_op_visible.js,jstests/replsets/read_committed_on_secondary.js,52,10
src/mongo/db/query/collation/collation_spec.h,src/mongo/db/query/collation/collator_factory_icu_test.cpp,52,10
src/mongo/s/query/store_possible_cursor.cpp,src/mongo/s/query/store_possible_cursor.h,52,10
src/mongo/db/query/internal_runner.h,src/mongo/db/query/single_solution_runner.h,52,10
src/mongo/db/pipeline/document_source_graph_lookup_test.cpp,src/mongo/db/pipeline/document_source_unwind_test.cpp,52,10
dbgrid/server.cpp,dbgrid/shard.cpp,52,10
db/Value.cpp,db/commands/Pipeline.cpp,52,10
bench/wtperf/runners/medium-btree.wtperf,bench/wtperf/runners/parallel-pop-btree.wtperf,52,10
src/mongo/scripting/mozjs/jsthread.cpp,src/mongo/scripting/mozjs/nativefunction.cpp,52,10
src/mongo/db/fts/fts_spec.h,src/mongo/db/fts/stop_words.cpp,52,10
jstests/sharding/move_chunk_wc.js,jstests/sharding/stale_mongos_updates_and_removes.js,52,10
src/mongo/db/fts/fts_basic_tokenizer.cpp,src/mongo/db/fts/stemmer.h,52,10
jstests/ssl/mixed_mode_sharded.js,jstests/ssl/ssl_hostname_validation.js,52,10
src/mongo/db/keys_collection_manager.cpp,src/mongo/db/logical_time_metadata_hook.cpp,52,10
src/mongo/db/exec/geo_near.h,src/mongo/dbtests/query_stage_near.cpp,52,10
src/mongo/scripting/engine_v8-3.25.h,src/mongo/scripting/v8-3.25_utils.cpp,52,10
src/mongo/client/authentication_table.cpp,src/mongo/db/client_common.h,52,10
src/mongo/db/index/btree_access_method_internal.h,src/mongo/db/index/catalog_hack.h,52,10
db/pipeline/accumulator_sum.cpp,db/pipeline/document_source_bson_array.cpp,52,10
jstests/core/fsync.js,jstests/noPassthroughWithMongod/fsync2.js,52,10
jstests/multiVersion/dumprestore.js,jstests/multiVersion/libs/dumprestore_helpers.js,52,10
src/mongo/db/exec/limit.cpp,src/mongo/db/exec/or.cpp,52,10
src/mongo/platform/decimal128.h,src/mongo/platform/decimal128_test.cpp,52,10
db/db_err.c,env/env_err.c,52,10
tools/template/views/app.js,tools/template/views/templates/app.jade,52,10
src/mongo/transport/transport_layer_asio.h,src/mongo/transport/transport_layer_manager.h,52,10
src/mongo/db/logical_session_id.cpp,src/mongo/db/logical_session_id.h,52,10
jstests/sharding/count_slaveok.js,jstests/sharding/group_slaveok.js,52,10
src/mongo/db/index/emulated_cursor.h,src/mongo/db/query_plan.cpp,52,10
src/mongo/db/repl/is_master.h,src/mongo/db/repl/repl_reads_ok.cpp,52,10
jstests/aggregation/expressions/date_from_string.js,src/mongo/db/query/datetime/date_time_support.cpp,52,10
src/mongo/db/auth/privilege.cpp,src/mongo/db/auth/privilege_set.cpp,52,10
db/matcher.cpp,db/matcher.h,51,133
src/mongo/db/storage/wiredtiger/wiredtiger_kv_engine.cpp,src/mongo/db/storage/wiredtiger/wiredtiger_kv_engine.h,51,105
src/mongo/db/pipeline/pipeline.cpp,src/mongo/db/pipeline/pipeline.h,51,65
src/mongo/db/query/plan_cache.cpp,src/mongo/db/query/plan_cache_test.cpp,51,64
src/async/async_api.c,src/async/async_worker.c,51,49
src/mongo/db/storage/mmap_v1/mmap_v1_database_catalog_entry.cpp,src/mongo/db/storage/mmap_v1/mmap_v1_database_catalog_entry.h,51,49
src/utilities/util.h,src/utilities/util_main.c,51,47
src/mongo/db/repl/collection_cloner.h,src/mongo/db/repl/database_cloner.cpp,51,39
src/mongo/db/storage/rocks/rocks_record_store.h,src/mongo/db/storage/rocks/rocks_record_store_test.cpp,51,29
client/gridfs.cpp,client/gridfs.h,51,29
src/mongo/util/options_parser/option_section.cpp,src/mongo/util/options_parser/options_parser_test.cpp,51,29
util/net/sock.cpp,util/net/sock.h,51,27
src/mongo/db/exec/multi_plan.cpp,src/mongo/db/exec/multi_plan.h,51,27
src/mongo/db/ops/insert.cpp,src/mongo/db/ops/insert.h,51,22
src/third_party/wiredtiger/src/include/extern.h,src/third_party/wiredtiger/src/txn/txn.c,51,22
src/mongo/s/commands/cluster_fsync_cmd.cpp,src/mongo/s/commands/cluster_user_management_commands.cpp,51,22
test/fops/fops.c,test/fops/thread.h,51,22
util/miniwebserver.cpp,util/miniwebserver.h,51,22
src/mongo/db/index/2d_access_method.h,src/mongo/db/index/btree_access_method.cpp,51,22
jstests/repl/pair2.js,jstests/repl/repl2.js,51,22
src/mongo/s/chunk_diff.cpp,src/mongo/s/chunk_diff.h,51,20
src/mongo/s/catalog/dist_lock_catalog_mock.h,src/mongo/s/catalog/replset/replset_dist_lock_manager.h,51,20
src/mongo/db/geo/geoquery.cpp,src/mongo/db/geo/geoquery.h,51,20
jstests/repl/repl1.js,jstests/repl/repl5.js,51,20
jstests/repl/repl6.js,jstests/repl/repl7.js,51,20
src/mongo/transport/transport_layer_legacy.cpp,src/mongo/transport/transport_layer_mock.h,51,20
src/third_party/wiredtiger/src/btree/bt_read.c,src/third_party/wiredtiger/src/include/btree.i,51,20
jstests/repl/pair2.js,jstests/repl/repl3.js,51,20
src/mongo/db/query/cached_plan_runner.h,src/mongo/db/query/runner.h,51,18
db/pipeline/document.h,db/pipeline/value.cpp,51,18
jstests/repl/repl5.js,jstests/repl/replacePeer1.js,51,18
src/mongo/crypto/mechanism_scram.h,src/mongo/db/auth/sasl_scramsha1_server_conversation.cpp,51,18
jstests/repl/repl3.js,jstests/repl/replacePeer1.js,51,18
src/mongo/db/matcher/expression_array.cpp,src/mongo/db/matcher/expression_array_test.cpp,51,18
src/mongo/db/storage/devnull/devnull_kv_engine.cpp,src/mongo/db/storage/in_memory/in_memory_record_store.h,51,18
examples/c/ex_cursor.c,examples/c/ex_thread.c,51,18
examples/c/ex_config.c,examples/c/ex_process.c,51,16
buildscripts/idl/idl/errors.py,src/mongo/idl/unittest.idl,51,16
src/mongo/s/catalog/dist_lock_catalog_mock.h,src/mongo/s/catalog/dist_lock_manager_mock.cpp,51,16
src/mongo/db/startup_warnings_mongod.cpp,src/mongo/db/startup_warnings_mongod.h,51,16
src/mongo/util/processinfo.h,src/mongo/util/processinfo_freebsd.cpp,51,16
src/mongo/bson/mutable/const_element.h,src/mongo/bson/mutable/element.h,51,16
buildscripts/resmokeconfig/suites/core_ese.yml,buildscripts/resmokeconfig/suites/core_small_oplog_rs.yml,51,16
src/third_party/wiredtiger/src/cache/cache_las.c,src/third_party/wiredtiger/src/reconcile/rec_write.c,51,16
src/mongo/executor/connection_pool.h,src/mongo/executor/connection_pool_test.cpp,51,16
src/mongo/db/matcher/expression.cpp,src/mongo/db/matcher/expression_array_test.cpp,51,16
src/utilities/util_dumpfile.c,src/utilities/util_salvage.c,51,16
src/mongo/s/catalog/dist_lock_catalog_mock.h,src/mongo/s/catalog/dist_lock_manager_mock.h,51,16
src/mongo/db/index/2d_access_method.h,src/mongo/db/index/hash_access_method.cpp,51,16
src/mongo/dbtests/mock/mock_dbclient_connection.cpp,src/mongo/dbtests/mock/mock_remote_db_server.h,51,16
src/mongo/util/version.cpp.in,src/mongo/util/version.h,51,16
src/mongo/db/index/2d_access_method.h,src/mongo/db/index/haystack_access_method.cpp,51,16
db/indexkey.cpp,db/indexkey.h,51,16
src/mongo/db/exec/geo_near.h,src/mongo/db/exec/near.cpp,51,14
src/mongo/db/repl/reporter.cpp,src/mongo/db/repl/reporter_test.cpp,51,14
src/mongo/db/exec/working_set.h,src/mongo/db/exec/working_set_common.h,51,14
src/mongo/db/repl/freshness_checker.cpp,src/mongo/db/repl/freshness_checker.h,51,14
src/mongo/db/ops/modifier_pull.cpp,src/mongo/db/ops/modifier_pull_test.cpp,51,14
src/mongo/db/index/btree_key_generator.cpp,src/mongo/db/index/btree_key_generator_test.cpp,51,14
src/mongo/db/ops/modifier_pop.cpp,src/mongo/db/ops/modifier_pull.cpp,51,14
src/mongo/db/catalog/index_key_validate.cpp,src/mongo/db/catalog/index_key_validate.h,51,14
src/mongo/scripting/mozjs/numberlong.cpp,src/mongo/scripting/mozjs/numberlong.h,51,14
src/mongo/db/service_context_d_test_fixture.cpp,src/mongo/db/service_context_d_test_fixture.h,51,14
src/mongo/db/auth/auth_external_state.cpp,src/mongo/db/auth/auth_external_state.h,51,14
test/suite/test_cursor02.py,test/suite/test_cursor_tracker.py,51,14
src/mongo/dbtests/config_server_fixture.cpp,src/mongo/dbtests/config_server_fixture.h,51,14
bench/wtperf/runners/evict-lsm.wtperf,bench/wtperf/runners/update-large-lsm.wtperf,51,14
src/mongo/db/logical_session_cache.h,src/mongo/db/logical_session_cache_noop.h,51,14
src/mongo/db/logical_session_cache.h,src/mongo/db/logical_session_cache_impl.h,51,14
src/mongo/db/exec/working_set_common.cpp,src/mongo/db/exec/working_set_common.h,51,14
buildscripts/idl/idl/syntax.py,buildscripts/idl/tests/test_binder.py,51,14
src/mongo/db/catalog/collection_cursor_cache.cpp,src/mongo/db/catalog/collection_cursor_cache.h,51,14
jstests/tool/dumprestore_auth2.js,jstests/tool/dumprestore_auth3.js,51,14
src/mongo/db/repl/topology_coordinator_impl.cpp,src/mongo/db/repl/topology_coordinator_impl_test.cpp,50,232
rpm/mongo.mdv.spec,src/mongo/util/version.cpp,50,222
src/mongo/db/repl/repl_coordinator_impl.cpp,src/mongo/db/repl/repl_coordinator_mock.cpp,50,153
src/mongo/db/repl/repl_coordinator_impl.cpp,src/mongo/db/repl/repl_coordinator_mock.h,50,152
src/mongo/s/chunk.cpp,src/mongo/s/chunk.h,50,152
src/btree/col_srch.c,src/btree/row_srch.c,50,138
src/mongo/dbtests/test.vcxproj,src/mongo/shell/mongo.vcxproj.filters,50,117
src/mongo/db/repl/sync_source_feedback.cpp,src/mongo/db/repl/sync_source_feedback.h,50,74
scripting/engine.cpp,scripting/engine.h,50,66
build_posix/aclocal/version-set.m4,src/docs/top/main.dox,50,65
src/mongo/db/auth/authz_manager_external_state_mock.cpp,src/mongo/db/auth/authz_manager_external_state_s.cpp,50,52
src/mongo/db/operation_context.cpp,src/mongo/db/operation_context.h,50,42
src/mongo/db/ops/update_internal.h,src/mongo/dbtests/updatetests.cpp,50,40
src/mongo/db/repl/replication_executor.h,src/mongo/db/repl/replication_executor_test.cpp,50,36
src/mongo/db/geo/s2index.cpp,src/mongo/db/geo/s2nearcursor.cpp,50,34
src/mongo/s/catalog/dist_lock_manager_mock.cpp,src/mongo/s/catalog/replset/replset_dist_lock_manager.cpp,50,34
src/mongo/s/catalog/dist_lock_manager_mock.h,src/mongo/s/catalog/replset/replset_dist_lock_manager.cpp,50,34
db/commands/pipeline.cpp,db/pipeline/document_source.h,50,34
src/mongo/db/index_builder.cpp,src/mongo/db/index_builder.h,50,34
src/mongo/s/catalog/replset/replset_dist_lock_manager.h,src/mongo/s/catalog/replset/replset_dist_lock_manager_test.cpp,50,32
src/mongo/db/commands/plan_cache_commands_test.cpp,src/mongo/db/query/plan_cache.h,50,30
src/mongo/s/catalog/sharding_catalog_client_impl.cpp,src/mongo/s/catalog/sharding_catalog_client_mock.h,50,30
src/mongo/s/catalog/dist_lock_manager.h,src/mongo/s/catalog/replset/replset_dist_lock_manager_test.cpp,50,30
src/mongo/s/catalog/sharding_catalog_client_impl.cpp,src/mongo/s/catalog/sharding_catalog_client_mock.cpp,50,30
src/mongo/db/commands/parallel_collection_scan.cpp,src/mongo/db/commands/repair_cursor.cpp,50,28
src/mongo/db/repl/collection_cloner.h,src/mongo/db/repl/database_cloner.h,50,28
src/mongo/db/fts/fts_spec.cpp,src/mongo/db/fts/fts_spec_test.cpp,50,28
src/mongo/s/catalog/dist_lock_manager_mock.cpp,src/mongo/s/catalog/replset/replset_dist_lock_manager_test.cpp,50,28
src/mongo/s/catalog/replset/dist_lock_catalog_impl.cpp,src/mongo/s/catalog/replset/dist_lock_catalog_impl_test.cpp,50,28
src/mongo/s/catalog/dist_lock_manager_mock.h,src/mongo/s/catalog/replset/replset_dist_lock_manager_test.cpp,50,28
buildscripts/resmokeconfig/suites/sharding_auth.yml,buildscripts/resmokeconfig/suites/sharding_ese.yml,50,28
src/mongo/db/storage/kv/kv_collection_catalog_entry.h,src/mongo/db/storage/mmap_v1/catalog/namespace_details_collection_entry.cpp,50,28
src/mongo/client/fetcher.cpp,src/mongo/client/fetcher_test.cpp,50,28
buildscripts/idl/idl/binder.py,buildscripts/idl/idl/generator.py,50,28
examples/c/ex_config.c,examples/c/ex_stat.c,50,28
src/utilities/util_salvage.c,src/utilities/util_stat.c,50,28
src/mongo/s/query/cluster_client_cursor_mock.h,src/mongo/s/query/cluster_cursor_manager.cpp,50,26
src/mongo/db/service_context.h,src/mongo/db/service_context_d.h,50,26
src/mongo/s/query/cluster_client_cursor_mock.cpp,src/mongo/s/query/cluster_cursor_manager.cpp,50,26
src/mongo/util/options_parser/option_description.h,src/mongo/util/options_parser/options_parser_test.cpp,50,26
src/mongo/db/repl/storage_interface.h,src/mongo/db/repl/storage_interface_mock.cpp,50,26
src/mongo/db/db.vcxproj,src/mongo/s/dbgrid.vcxproj.filters,50,24
src/mongo/s/catalog/replset/sharding_catalog_manager_impl.h,src/mongo/s/catalog/sharding_catalog_manager.h,50,24
db/reccache.cpp,db/reccache.h,50,24
src/mongo/db/storage/rocks/rocks_engine.cpp,src/mongo/db/storage/rocks/rocks_sorted_data_impl_test.cpp,50,22
src/mongo/bson/mutable/mutable_bson.cpp,src/mongo/bson/mutable/mutable_bson_builder.cpp,50,22
src/mongo/db/exec/text.cpp,src/mongo/db/exec/text.h,50,22
src/mongo/db/s/shard_server_catalog_cache_loader.cpp,src/mongo/s/config_server_catalog_cache_loader.h,50,22
src/mongo/util/processinfo.h,src/mongo/util/processinfo_win32.cpp,50,20
src/mongo/executor/network_interface_impl.cpp,src/mongo/executor/network_interface_mock.cpp,50,20
examples/c/ex_config.c,examples/c/ex_thread.c,50,20
src/mongo/db/matcher/expression_serialization_test.cpp,src/mongo/db/pipeline/document_source_match_test.cpp,50,20
src/mongo/s/catalog/sharding_catalog_shard_collection_test.cpp,src/mongo/s/catalog/sharding_catalog_test.cpp,50,18
examples/c/ex_access.c,examples/c/ex_cursor.c,50,18
examples/c/ex_config.c,include/wiredtiger.h,50,18
src/mongo/transport/transport_layer_legacy.cpp,src/mongo/transport/transport_layer_manager.cpp,50,18
src/mongo/db/ops/parsed_update.cpp,src/mongo/db/ops/parsed_update.h,50,18
src/mongo/bson/mutable/document.h,src/mongo/bson/mutable/element.h,50,18
src/mongo/s/query/cluster_client_cursor_impl.cpp,src/mongo/s/query/cluster_client_cursor_impl_test.cpp,50,18
jstests/repl/repl1.js,jstests/repl/repl7.js,50,18
src/mongo/s/catalog/dist_lock_catalog_mock.cpp,src/mongo/s/catalog/dist_lock_manager.h,50,18
db/pipeline/accumulator.h,db/pipeline/document_source_filter.cpp,50,18
ext/collators/reverse/reverse_collator.c,ext/compressors/nop/nop_compress.c,50,18
src/mongo/s/catalog/replset/dist_lock_catalog_impl.h,src/mongo/s/catalog/replset/dist_lock_catalog_impl_test.cpp,50,18
src/mongo/db/repl/rollback_impl.cpp,src/mongo/db/repl/rollback_impl_test.cpp,50,18
buildscripts/resmokeconfig/suites/multiversion.yml,buildscripts/resmokeconfig/suites/multiversion_auth.yml,50,16
examples/c/ex_extending.c,examples/c/ex_pack.c,50,16
src/mongo/util/processinfo_darwin.cpp,src/mongo/util/processinfo_linux2.cpp,50,16
jstests/parallel/basic.js,jstests/parallel/basicPlus.js,50,16
jstests/repl/repl7.js,jstests/repl/replacePeer1.js,50,16
dbgrid/dbgrid_commands.cpp,dbgrid/gridconfig.cpp,50,16
src/third_party/wiredtiger/src/btree/bt_read.c,src/third_party/wiredtiger/src/include/btmem.h,50,16
db/pipeline/accumulator.cpp,db/pipeline/accumulator_min_max.cpp,50,16
examples/c/ex_config.c,examples/c/ex_sequence.c,50,16
db/pipeline/accumulator.h,db/pipeline/accumulator_push.cpp,50,14
src/mongo/db/index/2d_access_method.cpp,src/mongo/db/index/btree_access_method.h,50,14
src/mongo/db/geo/s2cursor.h,src/mongo/db/geo/s2nearcursor.h,50,14
src/mongo/s/commands/cluster_find_cmd.cpp,src/mongo/s/query/cluster_find.h,50,14
src/mongo/db/storage/key_string.cpp,src/mongo/db/storage/key_string.h,50,14
src/mongo/db/repl/repl_coordinator_impl_elect_test.cpp,src/mongo/db/repl/repl_coordinator_test_fixture.cpp,50,14
jstests/noPassthrough/start_session_command.js,src/mongo/db/logical_session_cache.h,50,14
examples/c/ex_access.c,examples/c/ex_process.c,50,14
src/third_party/wiredtiger/src/btree/bt_read.c,src/third_party/wiredtiger/src/txn/txn.c,50,14
src/mongo/db/exec/multi_iterator.cpp,src/mongo/db/exec/oplogstart.cpp,50,14
buildscripts/resmoke.py,buildscripts/resmokelib/sighandler.py,50,14
src/mongo/s/mock_ns_targeter.h,src/mongo/s/write_ops/write_op_test.cpp,50,14
src/mongo/client/authentication_table.h,src/mongo/db/security.h,50,14
src/mongo/db/repl_block.cpp,src/mongo/db/repl_block.h,50,14
src/mongo/db/storage/mmap_v1/dur_commitjob.h,src/mongo/db/storage/mmap_v1/dur_preplogbuffer.cpp,50,14
src/mongo/s/query/cluster_client_cursor_impl.h,src/mongo/s/query/router_stage_limit_test.cpp,50,14
buildscripts/resmokelib/testing/fixtures/interface.py,buildscripts/resmokelib/testing/fixtures/masterslave.py,50,12
src/api/cur_bulk.c,src/api/cur_std.c,50,12
src/mongo/db/auth/auth_external_state.h,src/mongo/db/auth/auth_external_state_server_common.cpp,50,12
src/include/gcc.h,src/include/lint.h,50,12
src/mongo/db/repl/read_concern_args.h,src/mongo/db/repl/read_concern_args_test.cpp,50,12
db/pipeline/document_source_bson_array.cpp,db/pipeline/document_source_filter.cpp,50,12
