entity,coupled,degree,average-revs
btree/c_drain.c,btree/c_page.c,82,91
buildscripts/resmokeconfig/suites/sharding_auth.yml,buildscripts/resmokeconfig/suites/sharding_auth_audit.yml,82,35
src/mongo/db/query/query_knobs.cpp,src/mongo/db/query/query_knobs.h,82,28
src/mongo/db/geo/s2common.cpp,src/mongo/db/geo/s2common.h,82,21
src/mongo/s/query/cluster_client_cursor.h,src/mongo/s/query/cluster_client_cursor_mock.h,82,17
src/mongo/db/global_environment_d.h,src/mongo/db/global_environment_experiment.h,82,17
src/mongo/s/query/cluster_client_cursor.h,src/mongo/s/query/cluster_client_cursor_mock.cpp,82,17
buildscripts/idl/idl/ast.py,buildscripts/idl/idl/binder.py,82,15
src/mongo/client/remote_command_targeter_rs.cpp,src/mongo/client/remote_command_targeter_standalone.cpp,82,15
src/mongo/s/balancer/balancer_policy.cpp,src/mongo/s/balancer/balancer_policy.h,82,15
src/mongo/shell/msvc/mongo.vcxproj,src/mongo/shell/msvc/mongo.vcxproj.filters,82,15
bench/wtperf/runners/update-checkpoint-lsm.wtperf,bench/wtperf/runners/update-lsm.wtperf,82,15
src/mongo/db/storage/rocks/rocks_index.h,src/mongo/db/storage/rocks/rocks_index_test.cpp,82,9
src/mongo/db/fts/stemmer.h,src/mongo/db/fts/stop_words.cpp,82,9
src/mongo/db/auth/authz_session_external_state_d.h,src/mongo/db/auth/authz_session_external_state_mock.h,82,9
src/mongo/tools/mongodump_options_test.cpp,src/mongo/tools/mongotop_options_test.cpp,82,9
src/mongo/db/auth/auth_external_state_d.cpp,src/mongo/db/auth/auth_external_state_s.h,82,9
src/mongo/tools/mongoshim_options.cpp,src/mongo/tools/mongoshim_options.h,82,9
src/mongo/transport/session.cpp,src/mongo/transport/session.h,82,9
src/mongo/db/storage/mmap_v1/record_store_v1_test_help.cpp,src/mongo/db/storage/mmap_v1/record_store_v1_test_help.h,82,9
jstests/core/profile_count.js,jstests/core/profile_find.js,82,9
jstests/core/profile_distinct.js,jstests/core/profile_find.js,82,9
src/mongo/db/fts/unicode/string.h,src/mongo/db/fts/unicode/string_test.cpp,82,9
src/mongo/s/batched_command_request.cpp,src/mongo/s/batched_command_request.h,82,9
src/mongo/executor/connection_pool_test_fixture.cpp,src/mongo/executor/connection_pool_test_fixture.h,82,9
src/mongo/tools/mongodump_options_test.cpp,src/mongo/tools/mongostat_options_test.cpp,82,9
jstests/core/profile_find.js,jstests/core/profile_group.js,82,9
src/mongo/tools/mongodump_options_test.cpp,src/mongo/tools/mongofiles_options_test.cpp,82,9
src/mongo/db/commands/user_management_commands_parser.cpp,src/mongo/db/commands/user_management_commands_parser.h,82,9
src/mongo/db/repl/fetcher.h,src/mongo/db/repl/fetcher_test.cpp,82,9
src/mongo/db/auth/auth_external_state_d.h,src/mongo/db/auth/auth_external_state_s.cpp,82,9
src/mongo/db/fts/stemmer.cpp,src/mongo/db/fts/stop_words.cpp,82,9
bench/wtperf/runners/test3-500m-lsm.wtperf,bench/wtperf/runners/test4-500m-lsm.wtperf,82,9
src/mongo/tools/mongodump_options_test.cpp,src/mongo/tools/mongoexport_options_test.cpp,82,9
src/mongo/scripting/mozjs/engine.cpp,src/mongo/scripting/mozjs/engine.h,82,9
jstests/slowNightly/sharding_balance2.js,jstests/slowNightly/sharding_balance3.js,82,9
src/mongo/db/mongod.vcxproj.filters,src/mongo/dbtests/test.vcxproj,81,151
rpm/mongo.mdv.spec,rpm/mongodb-org-unstable.spec,81,127
rpm/mongo.mdv.spec,rpm/mongodb-org.spec,81,127
btree/bt_evict.c,btree/bt_rw.c,81,94
btree/bt_evict.c,btree/c_page.c,81,93
btree/bt_rw.c,btree/c_drain.c,81,92
s/dbgrid.vcxproj,s/dbgrid.vcxproj.filters,81,44
src/mongo/db/s/metadata_manager.cpp,src/mongo/db/s/metadata_manager.h,81,43
src/mongo/db/auth/authz_manager_external_state_d.h,src/mongo/db/auth/authz_manager_external_state_s.h,81,35
src/mongo/db/auth/authz_manager_external_state_d.h,src/mongo/db/auth/authz_manager_external_state_mock.h,81,35
src/mongo/db/repl/repl_coordinator_external_state.h,src/mongo/db/repl/repl_coordinator_external_state_impl.cpp,81,32
buildscripts/resmokelib/config.py,buildscripts/resmokelib/parser.py,81,31
src/mongo/executor/network_interface_mock.cpp,src/mongo/executor/network_interface_mock.h,81,31
src/mongo/s/catalog/dist_lock_manager.h,src/mongo/s/catalog/dist_lock_manager_mock.h,81,22
src/mongo/s/catalog/dist_lock_manager.h,src/mongo/s/catalog/dist_lock_manager_mock.cpp,81,22
src/mongo/s/client/shard_local.cpp,src/mongo/s/client/shard_local.h,81,22
src/mongo/db/auth/role_graph.cpp,src/mongo/db/auth/role_graph_test.cpp,81,19
src/mongo/db/repl/vote_requester.cpp,src/mongo/db/repl/vote_requester.h,81,19
ext/compressors/bzip2_compress/bzip2_compress.c,ext/compressors/nop_compress/nop_compress.c,81,16
jstests/concurrency/fsm_all.js,jstests/concurrency/fsm_all_master_slave.js,81,14
jstests/concurrency/fsm_all_composed.js,jstests/concurrency/fsm_all_master_slave.js,81,14
jstests/sharding/safe_secondary_reads_drop_recreate.js,jstests/sharding/safe_secondary_reads_single_migration_suspend_range_deletion.js,81,14
src/mongo/client/remote_command_targeter_mock.h,src/mongo/client/remote_command_targeter_standalone.cpp,81,14
src/mongo/client/remote_command_targeter_mock.cpp,src/mongo/client/remote_command_targeter_rs.h,81,14
debian/mongoimport.1,debian/mongostat.1,81,14
src/mongo/db/index/fts_access_method.h,src/mongo/db/index/hash_access_method.h,81,14
src/mongo/s/catalog/legacy/legacy_dist_lock_manager.cpp,src/mongo/s/catalog/legacy/legacy_dist_lock_manager.h,81,14
src/mongo/client/remote_command_targeter_mock.cpp,src/mongo/client/remote_command_targeter_standalone.h,81,14
src/mongo/transport/service_entry_point_test_suite.h,src/mongo/transport/transport_layer_manager.cpp,81,11
bench/wtperf/runners/medium-lsm.wtperf,bench/wtperf/runners/small-btree.wtperf,81,11
src/mongo/s/field_parser.h,src/mongo/s/field_parser_test.cpp,81,11
src/mongo/db/fts/unicode/string.cpp,src/mongo/db/fts/unicode/string.h,81,11
bench/wtperf/runners/small-btree.wtperf,bench/wtperf/runners/update-lsm.wtperf,81,11
jstests/core/profile_agg.js,jstests/core/profile_find.js,81,11
src/mongo/db/repl/network_interface_mock.cpp,src/mongo/db/repl/network_interface_mock.h,81,11
src/mongo/s/balancer/balancer_chunk_selection_policy_impl.cpp,src/mongo/s/balancer/balancer_chunk_selection_policy_impl.h,81,11
bench/wtperf/runners/evict-btree.wtperf,bench/wtperf/runners/medium-lsm.wtperf,81,11
src/mongo/db/index/fts_access_method.cpp,src/mongo/db/index/haystack_access_method.h,81,11
src/mongo/db/repl/topology_coordinator.h,src/mongo/db/repl/topology_coordinator_impl.h,80,155
src/mongo/s/client/shard_registry.cpp,src/mongo/s/client/shard_registry.h,80,128
dbtests/test.vcxproj,dbtests/test.vcxproj.filters,80,112
src/mongo/db/repl/replication_executor.cpp,src/mongo/db/repl/replication_executor.h,80,43
src/mongo/s/catalog/forwarding_catalog_manager.cpp,src/mongo/s/catalog/forwarding_catalog_manager.h,80,41
src/mongo/db/repl/member_heartbeat_data.cpp,src/mongo/db/repl/member_heartbeat_data.h,80,26
src/mongo/db/storage/rocks/rocks_sorted_data_impl.cpp,src/mongo/db/storage/rocks/rocks_sorted_data_impl.h,80,23
src/mongo/db/repl/oplog_buffer_collection.cpp,src/mongo/db/repl/oplog_buffer_collection.h,80,23
src/mongo/db/repl/read_concern_args.cpp,src/mongo/db/repl/read_concern_args.h,80,20
jstests/repl/replacePeer1.js,jstests/repl/replacePeer2.js,80,18
buildscripts/idl/idl/binder.py,buildscripts/idl/idl/syntax.py,80,15
src/mongo/db/structure/btree/btree_interface.cpp,src/mongo/db/structure/btree/btree_logic.h,80,15
src/mongo/executor/network_interface_impl.cpp,src/mongo/executor/network_interface_impl.h,80,15
src/mongo/db/pipeline/stub_mongo_process_interface.h,src/mongo/s/commands/pipeline_s.cpp,80,13
bench/wtperf/runners/update-large-lsm.wtperf,bench/wtperf/runners/update-lsm.wtperf,80,13
src/mongo/transport/transport_layer_legacy.h,src/mongo/transport/transport_layer_manager.h,80,13
src/mongo/client/remote_command_targeter_factory_mock.cpp,src/mongo/client/remote_command_targeter_mock.cpp,80,13
src/mongo/s/catalog/dist_lock_catalog.h,src/mongo/s/catalog/dist_lock_catalog_mock.cpp,80,13
src/mongo/transport/service_entry_point_test_suite.h,src/mongo/transport/transport_layer_mock.h,80,13
debian/mongoimport.1,debian/mongos.1,80,13
debian/bsondump.1,debian/mongo.1,80,13
src/mongo/db/storage/rocks/rocks_index.cpp,src/mongo/db/storage/rocks/rocks_index_test.cpp,80,13
src/mongo/bson/optime.cpp,src/mongo/bson/optime.h,80,10
src/mongo/db/storage/devnull/devnull_init.cpp,src/mongo/db/storage/in_memory/in_memory_init.cpp,80,10
src/mongo/client/read_preference.cpp,src/mongo/client/read_preference_test.cpp,80,10
buildscripts/resmokeconfig/suites/replica_sets_initsync_jscore_passthrough.yml,buildscripts/resmokeconfig/suites/replica_sets_resync_jscore_passthrough.yml,80,10
jstests/core/profile_delete.js,jstests/core/profile_update.js,80,10
bench/wtperf/runners/medium-btree.wtperf,bench/wtperf/runners/small-btree.wtperf,80,10
debian/mongodb-enterprise-unstable.control,debian/mongodb-enterprise.control,80,10
grid/protocol.h,grid/protosend.cpp,80,10
jstests/core/profile_findandmodify.js,jstests/core/profile_update.js,80,10
src/mongo/s/write_ops/batched_delete_request_test.cpp,src/mongo/s/write_ops/batched_insert_request_test.cpp,80,10
debian/mongodb-org-unstable.control,debian/mongodb-org.control,80,10
src/mongo/s/cluster_last_error_info.cpp,src/mongo/s/cluster_last_error_info.h,80,10
jstests/sharding/authmr.js,jstests/sharding/authwhere.js,80,8
jstests/core/index_partial1.js,jstests/core/index_partial3.js,80,8
jstests/multiVersion/upgrade_cluster_v3_to_v4.js,jstests/multiVersion/upgrade_cluster_v3_to_v4_with_parallel_ops.js,80,8
src/mongo/db/projection.cpp,src/mongo/db/projection.h,80,8
db/Document.h,db/Field.cpp,80,8
src/mongo/tools/mongoexport_options.cpp,src/mongo/tools/mongofiles_options.cpp,80,8
src/mongo/tools/mongoexport_options.cpp,src/mongo/tools/mongooplog_options.cpp,80,8
src/mongo/rpc/command_reply_builder.h,src/mongo/rpc/reply_builder_interface.h,80,8
src/mongo/tools/mongoimport_options.cpp,src/mongo/tools/mongorestore_options.cpp,80,8
src/mongo/db/auth/authz_session_external_state_d.h,src/mongo/db/auth/authz_session_external_state_s.cpp,80,8
src/mongo/tools/bsondump_options.cpp,src/mongo/tools/mongooplog_options.cpp,80,8
src/mongo/db/structure/record_store_v1_capped_iterator.cpp,src/mongo/db/structure/record_store_v1_simple_iterator.cpp,80,8
jstests/replsets/rollback_cmd_unrollbackable.js,jstests/replsets/rollback_collMod_fatal.js,80,8
src/mongo/db/repl/freshness_scanner.cpp,src/mongo/db/repl/freshness_scanner_test.cpp,80,8
src/mongo/crypto/sha1_block.cpp,src/mongo/crypto/sha1_block.h,80,8
src/mongo/s/write_ops/batched_delete_request_test.cpp,src/mongo/s/write_ops/batched_request_metadata_test.cpp,80,8
buildscripts/resmokeconfig/suites/replica_sets_auth.yml,buildscripts/resmokeconfig/suites/replica_sets_ese.yml,80,8
src/mongo/crypto/sha1_block.h,src/mongo/crypto/sha1_block_tom.cpp,80,8
bench/wtperf/runners/test3-500m-lsm.wtperf,bench/wtperf/runners/test3-50m-lsm.wtperf,80,8
db/Document.cpp,db/Field.cpp,80,8
buildscripts/packaging/msi/MongoDB_64.wixproj,buildscripts/packaging/msi/buildenterprisemsi.bat,80,8
jstests/replsets/rollback_cmd_unrollbackable.js,jstests/replsets/rollback_fake_cmd.js,80,8
src/mongo/tools/mongooplog_options.cpp,src/mongo/tools/mongorestore_options.cpp,80,8
src/mongo/db/commands/index_filter_commands_test.cpp,src/mongo/db/query/query_settings.h,80,8
src/mongo/tools/bsondump_options.cpp,src/mongo/tools/mongofiles_options.cpp,80,8
src/mongo/s/catalog/type_shard_collection.cpp,src/mongo/s/catalog/type_shard_collection.h,80,8
src/mongo/s/write_ops/batched_delete_request_test.cpp,src/mongo/s/write_ops/batched_request_metadata.h,80,8
src/mongo/db/pipeline/variables.cpp,src/mongo/db/pipeline/variables.h,80,8
buildscripts/resmokeconfig/suites/replica_sets.yml,buildscripts/resmokeconfig/suites/replica_sets_ese.yml,80,8
src/mongo/rpc/legacy_reply.cpp,src/mongo/rpc/legacy_reply.h,80,8
db/Document.cpp,db/Field.h,80,8
db/Document.h,db/Field.h,80,8
src/mongo/crypto/sha1_block.h,src/mongo/crypto/sha1_block_openssl.cpp,80,8
src/mongo/db/pipeline/accumulator_first.cpp,src/mongo/db/pipeline/accumulator_min_max.cpp,80,8
src/mongo/tools/mongoexport_options.cpp,src/mongo/tools/mongoimport_options.cpp,80,8
src/mongo/tools/mongofiles_options.cpp,src/mongo/tools/mongorestore_options.cpp,80,8
src/mongo/db/query/cursor_response.cpp,src/mongo/db/query/cursor_response.h,80,8
src/mongo/db/fts/tokenizer.h,src/mongo/db/fts/tokenizer_test.cpp,80,8
src/mongo/db/pipeline/lite_parsed_document_source.h,src/mongo/db/pipeline/lite_parsed_pipeline.h,80,8
src/mongo/s/balancer/balancer_chunk_selection_policy.h,src/mongo/s/balancer/balancer_chunk_selection_policy_impl.h,80,8
jstests/change_streams/change_stream.js,jstests/change_streams/change_stream_invalidation.js,80,8
src/mongo/db/pipeline/accumulator_add_to_set.cpp,src/mongo/db/pipeline/accumulator_first.cpp,80,8
rpm/mongo.mdv.spec,rpm/mongodb-enterprise-unstable.spec,79,131
rpm/mongo.mdv.spec,rpm/mongodb-enterprise.spec,79,130
src/mongo/db/repl/repl_coordinator_legacy.cpp,src/mongo/db/repl/repl_coordinator_legacy.h,79,94
src/mongo/s/catalog/catalog_manager.h,src/mongo/s/catalog/legacy/catalog_manager_legacy.h,79,82
src/mongo/db/fts/fts_query.cpp,src/mongo/db/fts/fts_query.h,79,22
src/mongo/db/repl/replication_coordinator.h,src/mongo/db/repl/replication_coordinator_mock.cpp,78,103
btree/bt_discard.c,btree/bt_reconcile.c,78,88
src/mongo/db/storage/kv/kv_storage_engine.cpp,src/mongo/db/storage/kv/kv_storage_engine.h,78,35
src/mongo/db/pipeline/expression_context.cpp,src/mongo/db/pipeline/expression_context.h,78,35
src/mongo/db/mongod_sm.vcxproj,src/mongo/s/mongos_sm.vcxproj,78,35
src/mongo/db/repl/repl_coordinator_external_state_impl.cpp,src/mongo/db/repl/repl_coordinator_external_state_mock.h,78,33
src/mongo/db/repl/repl_coordinator_external_state_impl.cpp,src/mongo/db/repl/repl_coordinator_external_state_mock.cpp,78,33
src/mongo/s/commands/cluster_commands_common.cpp,src/mongo/s/commands/cluster_commands_common.h,78,31
src/mongo/db/repl/oplog_buffer_collection.cpp,src/mongo/db/repl/oplog_buffer_collection_test.cpp,78,26
src/mongo/db/session.cpp,src/mongo/db/session.h,78,23
db/pipeline/value.cpp,db/pipeline/value.h,78,23
src/mongo/s/catalog/type_chunk.cpp,src/mongo/s/catalog/type_chunk.h,78,21
src/mongo/db/structure/btree/btree_logic.cpp,src/mongo/db/structure/btree/btree_logic.h,78,21
examples/c/ex_access.c,examples/c/ex_config.c,78,21
src/mongo/db/catalog/collection_catalog_entry.h,src/mongo/db/storage/mmap_v1/catalog/namespace_details_collection_entry.h,78,19
src/mongo/db/catalog/collection_catalog_entry.h,src/mongo/db/storage/kv/kv_collection_catalog_entry.h,78,19
src/mongo/db/exec/working_set.cpp,src/mongo/db/exec/working_set.h,78,17
src/mongo/db/service_context_d.h,src/mongo/db/service_context_noop.cpp,78,17
src/mongo/db/structure/btree/btree_interface.h,src/mongo/db/structure/btree/btree_logic.h,78,14
bench/wtperf/runners/evict-lsm.wtperf,bench/wtperf/runners/medium-lsm.wtperf,78,14
src/mongo/db/query/query_planner_test_fixture.cpp,src/mongo/db/query/query_planner_test_fixture.h,78,14
src/mongo/db/index/2d_access_method.cpp,src/mongo/db/index/fts_access_method.cpp,78,12
src/mongo/s/write_ops/batched_delete_request.cpp,src/mongo/s/write_ops/batched_delete_request.h,78,12
bench/wtperf/runners/small-btree.wtperf,bench/wtperf/runners/small-lsm.wtperf,78,12
src/mongo/db/storage/wiredtiger/wiredtiger_snapshot_manager.cpp,src/mongo/db/storage/wiredtiger/wiredtiger_snapshot_manager.h,78,12
jstests/aggregation/bugs/server6118.js,jstests/aggregation/bugs/server6179.js,78,12
src/mongo/transport/transport_layer.h,src/mongo/transport/transport_layer_manager.cpp,78,12
src/mongo/client/examples/simple_client_demo.vcxproj,src/mongo/client/examples/simple_client_demo.vcxproj.filters,78,12
src/mongo/client/remote_command_targeter_factory_mock.cpp,src/mongo/client/remote_command_targeter_standalone.cpp,78,12
src/mongo/db/auth/auth_external_state.h,src/mongo/db/auth/auth_external_state_mock.h,78,12
src/mongo/s/query/router_stage_merge.cpp,src/mongo/s/query/router_stage_merge.h,78,12
client/redef_macros.h,client/undef_macros.h,78,12
src/mongo/s/write_ops/batched_delete_request.cpp,src/mongo/s/write_ops/batched_update_request.h,78,12
src/mongo/db/concurrency/d_concurrency.cpp,src/mongo/db/concurrency/d_concurrency.h,77,53
RELEASE,build_posix/aclocal/version.m4,77,53
src/mongo/s/catalog/replset/catalog_manager_replica_set_test_fixture.cpp,src/mongo/s/catalog/replset/catalog_manager_replica_set_test_fixture.h,77,38
src/mongo/db/storage/mmap_v1/dur_recovery_unit.cpp,src/mongo/db/storage/mmap_v1/dur_recovery_unit.h,77,30
src/mongo/db/pipeline/document_source_limit.cpp,src/mongo/db/pipeline/document_source_skip.cpp,77,18
src/mongo/db/index/btree_index_cursor.cpp,src/mongo/db/index/btree_index_cursor.h,77,18
src/mongo/client/remote_command_targeter.h,src/mongo/client/remote_command_targeter_mock.h,77,16
src/mongo/executor/network_interface.h,src/mongo/executor/network_interface_impl.h,77,16
examples/c/ex_access.c,examples/c/ex_hello.c,77,16
src/mongo/db/repl/rollback_fix_up_info_descriptions_test.cpp,src/mongo/db/repl/rollback_fix_up_info_test.cpp,77,9
jstests/core/profile_find.js,jstests/core/profile_mapreduce.js,77,9
src/mongo/db/repl/replication_executor_test_fixture.cpp,src/mongo/db/repl/replication_executor_test_fixture.h,77,9
src/mongo/client/embedded/SConscript,src/mongo/client/embedded/libmongodbcapi.cpp,77,9
src/mongo/db/auth/principal.h,src/mongo/db/auth/principal_set.h,77,9
jstests/multiVersion/upgrade_cluster_v3_to_v4_db.js,jstests/multiVersion/upgrade_cluster_v3_to_v4_with_parallel_ops.js,77,9
src/mongo/db/query/count_request.h,src/mongo/db/query/count_request_test.cpp,77,9
src/mongo/client/embedded/SConscript,src/mongo/client/embedded/libmongodbcapi_test.cpp,77,9
src/mongo/db/auth/principal.cpp,src/mongo/db/auth/principal_set.h,77,9
src/mongo/db/repl/applier.h,src/mongo/db/repl/applier_test.cpp,77,9
jstests/multiVersion/minor_version_tags_new_old_new.js,jstests/multiVersion/minor_version_tags_old_new_old.js,77,9
src/mongo/db/index/btree_interface.cpp,src/mongo/db/index/btree_interface.h,77,9
src/mongo/db/ops/path_support.cpp,src/mongo/db/ops/path_support.h,77,9
tools/template/models/chart.js,tools/template/views/chart.js,77,9
src/mongo/db/repl/idempotency_test_fixture.cpp,src/mongo/db/repl/idempotency_test_fixture.h,77,9
jstests/sharding/split_with_force.js,jstests/sharding/split_with_force_small.js,77,9
jstests/core/profile_delete.js,jstests/core/profile_find.js,77,9
jstests/sharding/geo_near_random1.js,jstests/sharding/geo_near_random2.js,77,9
src/mongo/scripting/deadline_monitor.cpp,src/mongo/scripting/deadline_monitor.h,77,9
src/mongo/db/repl/operation_context_repl_mock.cpp,src/mongo/db/repl/operation_context_repl_mock.h,77,9
src/mongo/s/type_tags.cpp,src/mongo/s/type_tags.h,77,9
src/mongo/db/repl/applier.cpp,src/mongo/db/repl/applier_test.cpp,77,9
dist/stat_data.py,src/include/stat.h,76,175
src/mongo/db/concurrency/lock_state.h,src/mongo/db/concurrency/locker.h,76,75
db/pipeline/expression.cpp,db/pipeline/expression.h,76,52
src/mongo/dbtests/test_sm.vcxproj,src/mongo/s/mongos_sm.vcxproj,76,36
src/mongo/db/mongod_sm.vcxproj.filters,src/mongo/s/mongos_sm.vcxproj.filters,76,33
src/mongo/db/service_context.cpp,src/mongo/db/service_context.h,76,30
src/mongo/db/s/collection_metadata.cpp,src/mongo/db/s/collection_metadata.h,76,25
src/mongo/s/catalog/sharding_catalog_client_impl.h,src/mongo/s/catalog/sharding_catalog_client_mock.cpp,76,20
src/mongo/s/catalog/sharding_catalog_client_impl.h,src/mongo/s/catalog/sharding_catalog_client_mock.h,76,20
src/mongo/s/write_ops/batched_delete_request.h,src/mongo/s/write_ops/batched_update_request.cpp,76,13
debian/mongos.1,debian/mongosniff.1,76,13
src/mongo/transport/service_entry_point_test_suite.h,src/mongo/transport/transport_layer_legacy.h,76,13
src/mongo/s/write_ops/batched_update_request.cpp,src/mongo/s/write_ops/batched_update_request.h,76,13
src/mongo/client/remote_command_targeter_factory_mock.cpp,src/mongo/client/remote_command_targeter_mock.h,76,13
debian/bsondump.1,debian/mongosniff.1,76,13
bench/wtperf/runners/update-btree.wtperf,bench/wtperf/runners/update-checkpoint-btree.wtperf,76,13
bench/wtperf/runners/update-btree.wtperf,bench/wtperf/runners/update-checkpoint-lsm.wtperf,76,13
db/pipeline/document.cpp,db/pipeline/document.h,76,13
src/mongo/transport/service_executor_adaptive.cpp,src/mongo/transport/service_executor_adaptive.h,76,13
src/mongo/transport/transport_layer.h,src/mongo/transport/transport_layer_mock.h,76,13
src/mongo/util/fail_point.cpp,src/mongo/util/fail_point.h,76,13
src/mongo/db/geo/shapes.cpp,src/mongo/db/geo/shapes.h,76,11
src/mongo/s/write_ops/batched_insert_request_test.cpp,src/mongo/s/write_ops/batched_update_request_test.cpp,76,11
src/mongo/db/mongod_options_test.cpp,src/mongo/s/mongos_options_test.cpp,76,11
bench/wtperf/runners/medium-btree.wtperf,bench/wtperf/runners/update-btree.wtperf,76,11
examples/c/ex_pack.c,examples/c/ex_process.c,76,11
src/mongo/db/pipeline/aggregation_request.cpp,src/mongo/db/pipeline/aggregation_request.h,76,11
src/mongo/db/structure/record_store_v1_test_help.cpp,src/mongo/db/structure/record_store_v1_test_help.h,76,11
src/mongo/s/commands/cluster_commands_helpers.cpp,src/mongo/s/commands/cluster_commands_helpers.h,76,11
jstests/core/profile_distinct.js,jstests/core/profile_geonear.js,76,7
jstests/core/profile_geonear.js,jstests/core/profile_group.js,76,7
src/mongo/db/storage/bson_collection_catalog_entry.cpp,src/mongo/db/storage/bson_collection_catalog_entry.h,76,7
src/mongo/db/repl/drop_pending_collection_reaper.h,src/mongo/db/repl/drop_pending_collection_reaper_test.cpp,76,7
bench/wtperf/runners/test2-500m-lsm.wtperf,bench/wtperf/runners/test4-50m-lsm.wtperf,76,7
src/mongo/s/catalog/sharding_catalog_manager_chunk_operations_impl.cpp,src/mongo/s/catalog/sharding_catalog_manager_zone_operations_impl.cpp,76,7
src/mongo/db/s/session_catalog_migration_source.cpp,src/mongo/db/s/session_catalog_migration_source_test.cpp,76,7
src/mongo/db/fts/fts_language.h,src/mongo/db/fts/stop_words_test.cpp,76,7
src/mongo/rpc/metadata/repl_set_metadata.cpp,src/mongo/rpc/metadata/repl_set_metadata_test.cpp,76,7
jstests/sharding/find_and_modify_after_multi_write.js,jstests/sharding/query_after_write.js,76,7
src/mongo/db/server_parameters.h,src/mongo/db/server_parameters_test.cpp,76,7
bench/wtperf/runners/test1-500m-lsm.wtperf,bench/wtperf/runners/test2-50m-lsm.wtperf,76,7
src/mongo/db/commands/pipeline.h,src/mongo/db/commands/pipeline_d.h,76,7
src/mongo/client/auth_helpers.cpp,src/mongo/client/auth_helpers.h,76,7
src/mongo/client/authentication_table.h,src/mongo/client/authentication_table_common.cpp,76,7
src/mongo/s/batch_write_op.cpp,src/mongo/s/batch_write_op_test.cpp,76,7
src/mongo/db/pipeline/accumulator_last.cpp,src/mongo/db/pipeline/accumulator_push.cpp,76,7
src/mongo/executor/async_timer_asio.h,src/mongo/executor/async_timer_mock.cpp,76,7
src/mongo/db/update/set_node.cpp,src/mongo/db/update/set_node.h,76,7
db/Expression.h,db/Field.cpp,76,7
src/mongo/db/auth/auth_external_state_d.h,src/mongo/db/auth/auth_external_state_server_common.h,76,7
bench/wtperf/runners/test1-50m-lsm.wtperf,bench/wtperf/runners/test2-500m-lsm.wtperf,76,7
src/mongo/db/repl/rollback_fix_up_info.cpp,src/mongo/db/repl/rollback_fix_up_info.h,76,7
db/Expression.h,db/Field.h,76,7
bench/wtperf/runners/test1-500m-lsm.wtperf,bench/wtperf/runners/test1-50m-lsm.wtperf,76,7
jstests/core/profile_count.js,jstests/core/profile_geonear.js,76,7
src/mongo/db/auth/sasl_options.cpp,src/mongo/db/auth/sasl_options.h,76,7
jstests/core/index_partial3.js,jstests/core/index_partial4.js,76,7
jstests/sharding/hash_shard1.js,jstests/sharding/hash_shard_unique_compound.js,76,7
src/mongo/s/type_tags.h,src/mongo/s/type_tags_test.cpp,76,7
jstests/aggregation/bugs/server18198.js,jstests/noPassthroughWithMongod/create_indexes_shell_helper.js,76,7
src/mongo/s/write_op.cpp,src/mongo/s/write_op_test.cpp,76,7
jstests/auth/iteration_count_control.js,jstests/auth/user_special_chars.js,76,7
buildscripts/packaging/msi/wxs/BinaryFragment.wxs,buildscripts/packaging/msi/wxs/FeatureFragment.wxs,76,7
jstests/multiVersion/dumprestore.js,jstests/multiVersion/geo_2dsphere_v2_to_v3.js,76,7
src/mongo/db/repl/rollback_fix_up_info.cpp,src/mongo/db/repl/rollback_fix_up_info_descriptions.h,76,7
jstests/noPassthroughWithMongod/create_indexes_shell_helper.js,jstests/noPassthroughWithMongod/default_read_pref.js,76,7
src/mongo/s/write_ops/batched_update_document.cpp,src/mongo/s/write_ops/batched_update_document.h,76,7
bench/wtperf/runners/test1-500m-lsm.wtperf,bench/wtperf/runners/test4-50m-lsm.wtperf,76,7
src/mongo/db/fts/stemmer_test.cpp,src/mongo/db/fts/tokenizer.h,76,7
src/mongo/rpc/metadata/sharding_metadata.h,src/mongo/rpc/metadata/sharding_metadata_test.cpp,76,7
jstests/core/index_partial3.js,jstests/core/index_partial_exists.js,76,7
jstests/core/repair_database.js,jstests/core/repair_database_input_validation.js,76,7
src/mongo/executor/async_timer_asio.cpp,src/mongo/executor/async_timer_interface.h,76,7
db/Document.cpp,db/DocumentSourceProject.cpp,76,7
src/mongo/db/pipeline/lookup_set_cache.h,src/mongo/db/pipeline/lookup_set_cache_test.cpp,76,7
jstests/core/drop2.js,jstests/core/killop_drop_collection.js,76,7
src/mongo/client/embedded/libmongodbcapi.cpp,src/mongo/client/embedded/libmongodbcapi.h,76,7
bench/wtperf/runners/test1-500m-lsm.wtperf,bench/wtperf/runners/test3-50m-lsm.wtperf,76,7
src/mongo/rpc/factory.cpp,src/mongo/rpc/factory.h,76,7
src/mongo/db/fts/stemmer_test.cpp,src/mongo/db/fts/stop_words.cpp,76,7
src/mongo/db/fts/fts_language.cpp,src/mongo/db/fts/stemmer_test.cpp,76,7
src/mongo/rpc/metadata/sharding_metadata.cpp,src/mongo/rpc/metadata/sharding_metadata_test.cpp,76,7
lang/python/intpacking.py,lang/python/packing.py,76,7
src/mongo/s/query/router_stage_limit.cpp,src/mongo/s/query/router_stage_skip_test.cpp,76,7
src/mongo/db/auth/authz_session_external_state_d.h,src/mongo/db/auth/authz_session_external_state_server_common.h,76,7
